,id,stco,name,yr,P_AsianO18,P_BlackO18,P_HispO18,P_NonHispO18,P_O18,P_OtherO18,P_TwoO18,P_WhiteO18,geotype,subreg
1130,3644792,36059,"Malverne Park Oaks CDP, New York",2000,14,9,23,340,363,0,0,317,municipality,LI
1131,3644792,36059,"Malverne Park Oaks CDP, New York",2010,15,20,40,367,407,2,4,326,municipality,LI
1132,3644897,36059,"Manhasset CDP, New York",2000,405,754,436,5900,6336,13,71,4657,municipality,LI
1133,3644897,36059,"Manhasset CDP, New York",2010,636,620,514,5470,5984,18,44,4152,municipality,LI
1134,3644908,36059,"Manhasset Hills CDP, New York",2000,687,11,94,2682,2776,7,34,1943,municipality,LI
1135,3644908,36059,"Manhasset Hills CDP, New York",2010,1057,19,142,2629,2771,0,49,1504,municipality,LI
1136,3645106,36059,"Manorhaven village, New York",2000,592,51,851,3920,4771,18,84,3175,municipality,LI
1137,3645106,36059,"Manorhaven village, New York",2010,804,66,1305,3783,5088,7,46,2860,municipality,LI
1138,3645986,36059,"Massapequa CDP, New York",2000,219,29,383,16480,16863,13,77,16142,municipality,LI
1139,3645986,36059,"Massapequa CDP, New York",2010,288,47,603,15767,16370,18,74,15340,municipality,LI
1140,3645997,36059,"Massapequa Park village, New York",2000,185,30,362,12711,13073,3,34,12459,municipality,LI
1141,3645997,36059,"Massapequa Park village, New York",2010,206,42,504,12323,12827,4,39,12032,municipality,LI
1142,3646107,36059,"Matinecock village, New York",2000,11,8,26,586,612,0,5,562,municipality,LI
1143,3646107,36059,"Matinecock village, New York",2010,15,10,39,554,593,0,1,528,municipality,LI
1144,3646668,36059,"Merrick CDP, New York",2000,367,85,561,15938,16499,23,98,15365,municipality,LI
1145,3646668,36059,"Merrick CDP, New York",2010,478,186,845,15758,16603,25,103,14966,municipality,LI
1146,3647405,36059,"Mill Neck village, New York",2000,25,2,35,598,633,4,4,563,municipality,LI
1147,3647405,36059,"Mill Neck village, New York",2010,52,8,38,765,803,9,6,690,municipality,LI
1148,3647636,36059,"Mineola village, New York",2000,657,146,1852,13498,15350,60,284,12351,municipality,LI
1149,3647636,36059,"Mineola village, New York",2010,1236,261,2340,12810,15150,109,131,11073,municipality,LI
1150,3649231,36059,"Munsey Park village, New York",2000,97,6,36,1785,1821,0,6,1676,municipality,LI
1151,3649231,36059,"Munsey Park village, New York",2010,122,7,51,1763,1814,1,13,1620,municipality,LI
1152,3649330,36059,"Muttontown village, New York",2000,390,37,51,2340,2391,3,44,1866,municipality,LI
1153,3649330,36059,"Muttontown village, New York",2010,600,41,94,2459,2553,8,24,1786,municipality,LI
1154,3650067,36059,"New Cassel CDP, New York",2000,152,4370,3717,5744,9461,26,218,978,municipality,LI
1155,3650067,36059,"New Cassel CDP, New York",2010,144,3992,5113,5048,10161,35,125,752,municipality,LI
1156,3650397,36059,"New Hyde Park village, New York",2000,860,36,535,6886,7421,20,66,5904,municipality,LI
1157,3650397,36059,"New Hyde Park village, New York",2010,1842,74,862,6761,7623,67,103,4675,municipality,LI
1158,3651517,36059,"North Bellmore CDP, New York",2000,430,314,628,14337,14965,15,122,13456,municipality,LI
1159,3651517,36059,"North Bellmore CDP, New York",2010,659,374,1051,14201,15252,29,121,13018,municipality,LI
1160,3653022,36059,"North Hills village, New York",2000,516,27,50,3627,3677,1,43,3040,municipality,LI
1161,3653022,36059,"North Hills village, New York",2010,964,47,100,4257,4357,2,56,3188,municipality,LI
1162,3653231,36059,"North Lynbrook CDP, New York",2000,21,15,59,528,587,0,2,490,municipality,LI
1163,3653231,36059,"North Lynbrook CDP, New York",2010,35,17,86,555,641,6,4,493,municipality,LI
1164,3653253,36059,"North Massapequa CDP, New York",2000,162,23,451,14027,14478,10,60,13772,municipality,LI
1165,3653253,36059,"North Massapequa CDP, New York",2010,242,34,655,13124,13779,13,54,12781,municipality,LI
1166,3653264,36059,"North Merrick CDP, New York",2000,288,90,297,8567,8864,20,67,8102,municipality,LI
1167,3653264,36059,"North Merrick CDP, New York",2010,430,129,576,8611,9187,9,54,7989,municipality,LI
1168,3653275,36059,"North New Hyde Park CDP, New York",2000,1473,24,503,10843,11346,26,61,9259,municipality,LI
1169,3653275,36059,"North New Hyde Park CDP, New York",2010,3050,68,773,10770,11543,43,171,7438,municipality,LI
1170,3653748,36059,"North Valley Stream CDP, New York",2000,995,3776,1151,10533,11684,101,362,5299,municipality,LI
1171,3653748,36059,"North Valley Stream CDP, New York",2010,1617,5610,1727,11028,12755,143,263,3395,municipality,LI
1172,3653792,36059,"North Wantagh CDP, New York",2000,153,27,394,8898,9292,4,44,8670,municipality,LI
1173,3653792,36059,"North Wantagh CDP, New York",2010,211,59,589,8643,9232,4,42,8327,municipality,LI
1174,3654441,36059,"Oceanside CDP, New York",2000,448,119,1348,23208,24556,49,102,22490,municipality,LI
1175,3654441,36059,"Oceanside CDP, New York",2010,676,257,2081,22808,24889,51,119,21705,municipality,LI
1176,3654551,36059,"Old Bethpage CDP, New York",2000,125,52,66,4025,4091,7,19,3822,municipality,LI
1177,3654551,36059,"Old Bethpage CDP, New York",2010,236,11,127,3999,4126,2,29,3721,municipality,LI
1178,3654562,36059,"Old Brookville village, New York",2000,114,22,37,1580,1617,2,14,1428,municipality,LI
1179,3654562,36059,"Old Brookville village, New York",2010,194,33,88,1468,1556,0,19,1222,municipality,LI
1180,3654705,36059,"Old Westbury village, New York",2000,388,525,269,3001,3270,10,68,2010,municipality,LI
1181,3654705,36059,"Old Westbury village, New York",2010,472,688,288,3580,3868,18,78,2324,municipality,LI
1182,3655992,36059,"Oyster Bay CDP, New York",2000,98,171,591,4823,5414,5,39,4510,municipality,LI
1183,3655992,36059,"Oyster Bay CDP, New York",2010,160,153,809,4520,5329,10,50,4147,municipality,LI
1184,3656011,36059,"Oyster Bay Cove village, New York",2000,101,25,26,1594,1620,5,7,1456,municipality,LI
1185,3656011,36059,"Oyster Bay Cove village, New York",2010,142,25,31,1539,1570,1,6,1365,municipality,LI
1186,3658409,36059,"Plainedge CDP, New York",2000,162,42,323,6598,6921,10,50,6334,municipality,LI
1187,3658409,36059,"Plainedge CDP, New York",2010,288,51,488,6264,6752,18,35,5872,municipality,LI
1188,3658442,36059,"Plainview CDP, New York",2000,849,84,461,18753,19214,20,84,17716,municipality,LI
1189,3658442,36059,"Plainview CDP, New York",2010,2001,92,741,19147,19888,33,168,16853,municipality,LI
1190,3658475,36059,"Plandome village, New York",2000,30,1,16,865,881,0,5,829,municipality,LI
1191,3658475,36059,"Plandome village, New York",2010,36,4,18,888,906,0,2,846,municipality,LI
1192,3658486,36059,"Plandome Heights village, New York",2000,46,3,27,666,693,3,0,614,municipality,LI
1193,3658486,36059,"Plandome Heights village, New York",2010,63,1,28,652,680,1,5,582,municipality,LI
1194,3658497,36059,"Plandome Manor village, New York",2000,36,1,13,589,602,0,5,547,municipality,LI
1195,3658497,36059,"Plandome Manor village, New York",2010,41,1,18,601,619,0,3,556,municipality,LI
1196,3658849,36059,"Point Lookout CDP, New York",2000,6,6,21,1145,1166,0,8,1125,municipality,LI
1197,3658849,36059,"Point Lookout CDP, New York",2010,5,3,29,960,989,1,3,948,municipality,LI
1198,3659520,36059,"Port Washington CDP, New York",2000,692,299,1254,10117,11371,22,97,9007,municipality,LI
1199,3659520,36059,"Port Washington CDP, New York",2010,973,247,1586,10319,11905,30,80,8989,municipality,LI
1200,3659531,36059,"Port Washington North village, New York",2000,186,25,115,1971,2086,1,14,1745,municipality,LI
1201,3659531,36059,"Port Washington North village, New York",2010,194,37,148,2327,2475,5,21,2070,municipality,LI
1202,3663264,36059,"Rockville Centre village, New York",2000,248,637,1334,16894,18228,31,72,15906,municipality,LI
1203,3663264,36059,"Rockville Centre village, New York",2010,380,782,1546,16548,18094,28,118,15240,municipality,LI
1204,3663506,36059,"Roosevelt CDP, New York",2000,61,8578,1710,9314,11024,58,238,379,municipality,LI
1205,3663506,36059,"Roosevelt CDP, New York",2010,65,7514,3803,8117,11920,95,189,254,municipality,LI
1206,3663770,36059,"Roslyn village, New York",2000,117,55,132,1970,2102,1,28,1769,municipality,LI
1207,3663770,36059,"Roslyn village, New York",2010,179,50,242,2082,2324,7,30,1816,municipality,LI
1208,3663792,36059,"Roslyn Estates village, New York",2000,42,2,18,810,828,0,6,760,municipality,LI
1209,3663792,36059,"Roslyn Estates village, New York",2010,75,3,14,851,865,1,4,768,municipality,LI
1210,3663803,36059,"Roslyn Harbor village, New York",2000,35,12,23,760,783,0,4,709,municipality,LI
1211,3663803,36059,"Roslyn Harbor village, New York",2010,89,13,43,742,785,1,10,629,municipality,LI
1212,3663814,36059,"Roslyn Heights CDP, New York",2000,452,274,284,4331,4615,13,83,3509,municipality,LI
1213,3663814,36059,"Roslyn Heights CDP, New York",2010,944,278,381,4392,4773,19,128,3023,municipality,LI
1214,3664232,36059,"Russell Gardens village, New York",2000,78,5,42,745,787,1,5,656,municipality,LI
1215,3664232,36059,"Russell Gardens village, New York",2010,148,2,31,707,738,1,12,544,municipality,LI
1216,3664430,36059,"Saddle Rock village, New York",2000,33,6,13,595,608,3,12,541,municipality,LI
1217,3664430,36059,"Saddle Rock village, New York",2010,39,3,14,582,596,2,15,523,municipality,LI
1218,3664441,36059,"Saddle Rock Estates CDP, New York",2000,6,5,3,290,293,0,7,272,municipality,LI
1219,3664441,36059,"Saddle Rock Estates CDP, New York",2010,7,0,0,312,312,1,6,298,municipality,LI
1220,3664842,36059,"Salisbury CDP, New York",2000,776,91,764,8570,9334,20,71,7612,municipality,LI
1221,3664842,36059,"Salisbury CDP, New York",2010,1153,152,1229,8249,9478,35,83,6826,municipality,LI
1222,3665035,36059,"Sands Point village, New York",2000,176,32,79,1946,2025,5,8,1725,municipality,LI
1223,3665035,36059,"Sands Point village, New York",2010,180,19,82,1888,1970,5,16,1668,municipality,LI
1224,3666047,36059,"Sea Cliff village, New York",2000,46,46,166,3679,3845,11,27,3549,municipality,LI
1225,3666047,36059,"Sea Cliff village, New York",2010,64,66,223,3573,3796,9,20,3414,municipality,LI
1226,3666058,36059,"Seaford CDP, New York",2000,177,21,382,11422,11804,12,34,11178,municipality,LI
1227,3666058,36059,"Seaford CDP, New York",2010,256,49,509,11216,11725,22,53,10836,municipality,LI
1228,3666102,36059,"Searingtown CDP, New York",2000,872,33,105,3581,3686,5,80,2591,municipality,LI
1229,3666102,36059,"Searingtown CDP, New York",2010,1413,35,132,3647,3779,5,75,2119,municipality,LI
1230,3669001,36059,"South Farmingdale CDP, New York",2000,341,80,571,10712,11283,17,71,10203,municipality,LI
1231,3669001,36059,"South Farmingdale CDP, New York",2010,504,125,997,10147,11144,24,73,9421,municipality,LI
1232,3669023,36059,"South Floral Park village, New York",2000,38,659,141,1016,1157,9,74,236,municipality,LI
1233,3669023,36059,"South Floral Park village, New York",2010,105,734,216,1125,1341,16,46,224,municipality,LI
1234,3669188,36059,"South Hempstead CDP, New York",2000,59,233,205,2119,2324,5,29,1793,municipality,LI
1235,3669188,36059,"South Hempstead CDP, New York",2010,69,302,453,2015,2468,12,16,1616,municipality,LI
1236,3669892,36059,"South Valley Stream CDP, New York",2000,495,296,209,4013,4222,27,68,3127,municipality,LI
1237,3669892,36059,"South Valley Stream CDP, New York",2010,795,925,415,4123,4538,61,66,2276,municipality,LI
1238,3671267,36059,"Stewart Manor village, New York",2000,28,20,62,1425,1487,2,9,1366,municipality,LI
1239,3671267,36059,"Stewart Manor village, New York",2010,66,35,64,1389,1453,0,12,1276,municipality,LI
1240,3672554,36059,"Syosset CDP, New York",2000,1592,32,346,13377,13723,16,76,11661,municipality,LI
1241,3672554,36059,"Syosset CDP, New York",2010,2954,56,493,13298,13791,24,101,10163,municipality,LI
1242,3673605,36059,"Thomaston village, New York",2000,242,17,157,1839,1996,4,31,1545,municipality,LI
1243,3673605,36059,"Thomaston village, New York",2010,481,20,103,1845,1948,4,37,1303,municipality,LI
1244,3676089,36059,"Uniondale CDP, New York",2000,385,9032,3723,13862,17585,110,451,3884,municipality,LI
1245,3676089,36059,"Uniondale CDP, New York",2010,688,9677,7282,17350,24632,156,387,6442,municipality,LI
1246,3676287,36059,"University Gardens CDP, New York",2000,370,77,233,2966,3199,4,21,2494,municipality,LI
1247,3676287,36059,"University Gardens CDP, New York",2010,866,62,234,3064,3298,11,36,2089,municipality,LI
1248,3676331,36059,"Upper Brookville village, New York",2000,97,56,70,1215,1285,1,34,1027,municipality,LI
1249,3676331,36059,"Upper Brookville village, New York",2010,143,16,53,1265,1318,2,18,1086,municipality,LI
1250,3676705,36059,"Valley Stream village, New York",2000,1754,1661,2979,24830,27809,152,399,20864,municipality,LI
1251,3676705,36059,"Valley Stream village, New York",2010,3114,4548,5800,23054,28854,317,397,14678,municipality,LI
1252,3678146,36059,"Wantagh CDP, New York",2000,257,29,413,13385,13798,14,63,13022,municipality,LI
1253,3678146,36059,"Wantagh CDP, New York",2010,304,39,596,13194,13790,22,60,12769,municipality,LI
1254,3679444,36059,"Westbury village, New York",2000,511,2298,1933,9156,11089,40,268,6039,municipality,LI
1255,3679444,36059,"Westbury village, New York",2010,751,2506,2924,9175,12099,61,179,5678,municipality,LI
1256,3680225,36059,"West Hempstead CDP, New York",2000,678,672,1276,12532,13808,48,216,10918,municipality,LI
1257,3680225,36059,"West Hempstead CDP, New York",2010,857,1266,2150,11947,14097,60,177,9587,municipality,LI
1258,3682117,36059,"Williston Park village, New York",2000,339,17,223,5348,5571,5,41,4946,municipality,LI
1259,3682117,36059,"Williston Park village, New York",2010,618,43,319,5337,5656,19,58,4599,municipality,LI
1260,3682744,36059,"Woodbury CDP, New York",2000,448,79,89,6695,6784,7,38,6123,municipality,LI
1261,3682744,36059,"Woodbury CDP, New York",2010,687,93,135,6797,6932,8,63,5946,municipality,LI
1262,3682942,36059,"Woodmere CDP, New York",2000,430,204,438,11409,11847,21,62,10692,municipality,LI
1263,3682942,36059,"Woodmere CDP, New York",2010,608,515,597,11613,12210,23,50,10417,municipality,LI
1264,3682986,36059,"Woodsburgh village, New York",2000,4,2,12,544,556,0,0,538,municipality,LI
1265,3682986,36059,"Woodsburgh village, New York",2010,21,4,17,577,594,5,2,545,municipality,LI
1266,3605929113,36059,"Glen Cove city, Nassau County, New York",2000,1690,2294,7642,34316,41958,94,478,29760,municipality,LI
1267,3605929113,36059,"Glen Cove city, Nassau County, New York",2010,1039,1269,5413,15990,21403,72,176,13434,municipality,LI
1268,3605934000,36059,"Hempstead town, Nassau County, New York",2000,38064,149854,119696,1007450,1127146,3978,13438,802116,municipality,LI
1269,3605934000,36059,"Hempstead town, Nassau County, New York",2010,29658,88541,93063,486996,580059,2750,5770,360277,municipality,LI
1270,3605943335,36059,"Long Beach city, Nassau County, New York",2000,1284,2860,6600,51170,57770,348,622,46056,municipality,LI
1271,3605943335,36059,"Long Beach city, Nassau County, New York",2010,725,1476,3558,24295,27853,156,239,21699,municipality,LI
1272,3605953000,36059,"North Hempstead town, Nassau County, New York",2000,28854,20482,31620,308752,340372,808,4810,253798,municipality,LI
1273,3605953000,36059,"North Hempstead town, Nassau County, New York",2010,24635,9422,20809,152502,173311,590,2447,115408,municipality,LI
1274,3605956000,36059,"Oyster Bay town, Nassau County, New York",2000,20300,6592,20726,422958,443684,598,2992,392476,municipality,LI
1275,3605956000,36059,"Oyster Bay town, Nassau County, New York",2010,19745,4819,15359,209967,225326,475,1854,183074,municipality,LI
1276,3606144919,36061,"Manhattan borough, New York County, New York",2000,248556,359892,610814,1947744,2558558,13154,45030,1281112,municipality,NYC
1277,3606144919,36061,"Manhattan borough, New York County, New York",2010,158104,167141,315139,1036299,1351438,6064,21053,683937,municipality,NYC
1278,3607107003,36071,"Blooming Grove town, Orange County, New York",2000,352,790,1956,22292,24248,144,204,20802,municipality,MHV
1279,3607107003,36071,"Blooming Grove town, Orange County, New York",2010,287,666,1766,11698,13464,64,160,10521,municipality,MHV
1280,3607115308,36071,"Chester town, Orange County, New York",2000,502,1194,1754,15884,17638,82,106,14000,municipality,MHV
1281,3607115308,36071,"Chester town, Orange County, New York",2010,361,566,1061,7752,8813,36,123,6666,municipality,MHV
1282,3607118300,36071,"Cornwall town, Orange County, New York",2000,220,202,754,16988,17742,32,126,16408,municipality,MHV
1283,3607118300,36071,"Cornwall town, Orange County, New York",2010,161,153,667,8744,9411,33,88,8309,municipality,MHV
1284,3607118916,36071,"Crawford town, Orange County, New York",2000,70,124,502,10474,10976,16,78,10186,municipality,MHV
1285,3607118916,36071,"Crawford town, Orange County, New York",2010,99,209,556,6323,6879,28,84,5903,municipality,MHV
1286,3607119961,36071,"Deerpark town, Orange County, New York",2000,66,180,358,11040,11398,32,70,10692,municipality,MHV
1287,3607119961,36071,"Deerpark town, Orange County, New York",2010,69,125,342,5739,6081,29,94,5422,municipality,MHV
1288,3607129553,36071,"Goshen town, Orange County, New York",2000,302,1318,1304,18208,19512,50,94,16444,municipality,MHV
